City,Province,Latitude,Longitude,Price,Bedrooms,Bathrooms,Acreage,Property Type,Square Footage,Garage,Parking,Basement,Exterior,Fireplace,Heating,Flooring,Roof,Waterfront,Sewer,Pool,Garden,Balcony
Kelowna,BC,49.855863,-119.3612444,1349000.0,7.0,5.0,0.19,Single Family,3950.0,Yes,No,Finished,Composite,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8407064,-119.3863777,1055000.0,3.0,3.0,0.2,Single Family,2140.0,Yes,No,No basement,Concrete,Yes,forced air,wood,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.8748348,-119.5475461,720000.0,4.0,4.0,0.07,Single Family,2081.0,Yes,No,Finished,Vinyl,No,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8781748,-119.4833547,949999.0,3.0,2.0,0.21,Single Family,2292.0,Yes,No,No basement,Vinyl,Yes,forced air,wood,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.8649816,-119.5998424,989500.0,4.0,3.0,0.11,Single Family,2797.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8571129,-119.4815979,975000.0,3.0,3.0,0.19,Single Family,2037.0,Yes,No,No basement,Brick,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.9028894,-119.4253228,909000.0,5.0,3.0,0.23,Single Family,2542.0,Yes,No,Finished,Wood,Yes,forced air,wood,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.8334921,-119.6311986,1199000.0,3.0,3.0,0.8,Single Family,2075.0,No,No,Partial,Wood,Yes,forced air,carpet,asphalt,No,septic,No,No,No
Kelowna,BC,49.8712118,-119.3606165,1349900.0,6.0,4.0,0.14,Single Family,4340.0,Yes,No,Finished,Composite,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.9415989,-119.4375713,1299900.0,5.0,4.0,0.18,Single Family,3395.0,Yes,No,Finished,Composite,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8457685,-119.4821772,694500.0,2.0,2.0,0.08,Single Family,1193.0,Yes,No,No basement,Concrete,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.8525201,-119.628459,1315000.0,3.0,3.0,0.26,Single Family,3165.0,Yes,Yes,Finished,Brick,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.9512062,-119.3613892,2799995.0,9.0,5.0,5.07,Single Family,6600.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,asphalt,No,septic,No,No,No
Kelowna,BC,49.8686075,-119.4739206,699900.0,2.0,2.0,0.11,Single Family,1401.0,Yes,No,No basement,Concrete,No,forced air,tile,asphalt,No,municipal,No,No,No
Kelowna,BC,49.825091,-119.484193,1640000.0,5.0,5.0,0.16,Single Family,4059.0,Yes,No,Finished,Concrete,Yes,forced air,tile,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8856992,-119.3515404,1599900.0,4.0,3.0,0.21,Single Family,3243.0,Yes,No,Finished,Concrete,Yes,forced air,wood,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.8454852,-119.5820019,1695000.0,4.0,6.0,0.17,Single Family,4727.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8548714,-119.4788509,1250000.0,4.0,4.0,0.15,Single Family,2003.0,Yes,Yes,No basement,Brick,Yes,forced air,tile,asphalt,No,municipal,No,No,No
Kelowna,BC,49.819722,-119.4809944,1199000.0,6.0,3.0,0.35,Single Family,2462.0,No,No,Finished,Brick,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.9235392,-119.4661682,2458000.0,4.0,4.0,0.24,Single Family,4669.0,Yes,No,Finished,Brick,Yes,forced air,wood,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8749312,-119.3615179,1999999.0,6.0,5.0,0.27,Single Family,5101.0,Yes,Yes,Finished,Concrete,Yes,forced air,carpet,asphalt,No,none,No,No,No
Kelowna,BC,49.8320133,-119.4365578,5100000.0,4.0,5.0,9.56,Single Family,5448.0,Yes,No,Finished,Composite,Yes,forced air,carpet,asphalt,No,septic,No,No,No
Kelowna,BC,49.8187675,-119.4702749,2388000.0,4.0,6.0,0.5,Single Family,4014.0,Yes,No,Finished,Brick,Yes,forced air,wood,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.8190641,-119.6226972,1999000.0,3.0,3.0,0.15,Single Family,2558.0,Yes,No,Finished,Metal,Yes,forced air,wood,metal,No,municipal,No,No,No
Kelowna,BC,49.9198487,-119.4599161,1349000.0,5.0,4.0,0.81,Single Family,3646.0,Yes,No,Finished,Concrete,Yes,forced air,tile,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8830583,-119.3506463,1549000.0,5.0,4.0,0.24,Single Family,4602.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.8468212,-119.6184417,359000.0,2.0,2.0,0.0,Single Family,1116.0,Yes,No,No basement,Composite,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.871997,-119.4903662,1575000.0,4.0,2.0,0.18,Single Family,2649.0,Yes,No,No basement,Concrete,Yes,forced air,laminate,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.8777214,-119.5582465,1295000.0,4.0,3.0,0.17,Single Family,3326.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8898406,-119.4766096,1250000.0,3.0,3.0,0.15,Single Family,2024.0,Yes,No,Partial,Concrete,No,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8385856,-119.3928679,1299999.0,5.0,3.0,0.4,Single Family,3309.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,asphalt,No,septic,No,No,No
West Kelowna,BC,49.8523202,-119.5460617,1249999.0,3.0,3.0,0.21,Single Family,3290.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8838272,-119.3978653,849999.0,5.0,2.0,0.18,Single Family,1900.0,Yes,No,Finished,Concrete,No,forced air,tile,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.839049,-119.5832255,1295000.0,4.0,3.0,0.26,Single Family,3280.0,Yes,No,Finished,Concrete,No,forced air,carpet,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.8402408,-119.6055866,598000.0,2.0,2.0,0.1,Single Family,1488.0,Yes,No,No basement,Composite,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.8480148,-119.5790787,2499000.0,5.0,5.0,0.19,Single Family,4116.0,Yes,No,Finished,Wood,Yes,forced air,wood,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.8416519,-119.5798111,2700000.0,4.0,5.0,0.45,Single Family,5105.0,Yes,No,Finished,Concrete,Yes,forced air,wood,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.860681,-119.5610364,1199000.0,3.0,2.0,0.39,Single Family,1701.0,Yes,No,No basement,Concrete,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8665652,-119.4343421,1950000.0,6.0,5.0,1.79,Single Family,3638.0,Yes,No,Finished,Brick,No,radiant,carpet,asphalt,No,septic,No,No,No
West Kelowna,BC,49.8269577,-119.6582642,1225900.0,4.0,4.0,0.13,Single Family,3388.0,Yes,No,Finished,Metal,Yes,forced air,carpet,shingle,No,municipal,No,No,No
West Kelowna,BC,49.8272324,-119.6583405,1285900.0,4.0,4.0,0.16,Single Family,3359.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8957115,-119.4714932,1049000.0,3.0,3.0,0.21,Single Family,2188.0,Yes,Yes,No basement,Vinyl,No,forced air,carpet,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.8480699,-119.6044081,879000.0,4.0,3.0,0.17,Single Family,2224.0,Yes,No,Finished,Vinyl,No,forced air,carpet,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.8273849,-119.6583405,1275900.0,4.0,3.0,0.16,Single Family,2460.0,Yes,No,Finished,Concrete,No,forced air,carpet,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.8266983,-119.6588516,929900.0,4.0,4.0,0.1,Single Family,2624.0,Yes,No,Finished,Concrete,No,forced air,carpet,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.8328749,-119.6630446,784900.0,4.0,3.0,0.22,Single Family,1911.0,Yes,No,Finished,Concrete,No,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8208743,-119.4944666,2298000.0,6.0,4.0,0.13,Single Family,4568.0,Yes,No,Finished,Metal,Yes,forced air,carpet,other,No,municipal,No,No,No
Kelowna,BC,49.8721303,-119.4725044,775000.0,2.0,2.0,0.1,Single Family,1369.0,Yes,No,No basement,Vinyl,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8270001,-119.4971949,8798000.0,6.0,7.0,0.63,Single Family,7855.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,tile,No,municipal,No,No,No
Kelowna,BC,49.9302268,-119.4658534,1599000.0,4.0,4.0,1.98,Single Family,2628.0,Yes,No,Partial,Composite,Yes,alt heat,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8779488,-119.3889465,859999.0,6.0,3.0,0.18,Single Family,2048.0,No,No,Finished,Concrete,No,forced air,vinyl,asphalt,No,municipal,No,No,No
Kelowna,BC,49.877962,-119.3886861,839999.0,6.0,2.0,0.18,Single Family,2047.0,Yes,No,Finished,Brick,No,forced air,laminate,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8620921,-119.4739567,2499000.0,1.0,1.0,0.33,Single Family,1900.0,Yes,No,Finished,Concrete,No,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.9014308,-119.4286067,1129900.0,5.0,3.0,0.21,Single Family,3328.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8908768,-119.4818954,699900.0,3.0,1.0,0.09,Single Family,1299.0,Yes,No,No basement,Wood,No,forced air,tile,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8815994,-119.4058456,899999.0,5.0,3.0,0.22,Single Family,2264.0,Yes,No,Finished,Concrete,Yes,forced air,tile,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8765869,-119.4865211,1199888.0,2.0,1.0,0.14,Single Family,1505.0,No,No,Finished,Concrete,No,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8899792,-119.4572064,779900.0,2.0,2.0,0.1,Single Family,1935.0,Yes,No,Partial,Vinyl,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.9430312,-119.4378151,1950000.0,5.0,4.0,0.24,Single Family,3915.0,Yes,No,Finished,Composite,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8573323,-119.482819,995500.0,3.0,2.0,0.12,Single Family,1491.0,Yes,No,No basement,Vinyl,Yes,forced air,wood,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.8477898,-119.5812759,2295000.0,4.0,4.0,0.26,Single Family,3608.0,Yes,No,No basement,Concrete,No,forced air,tile,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8138962,-119.4736099,1199990.0,4.0,4.0,0.21,Single Family,3291.0,No,No,No basement,Brick,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.898238,-119.4341517,1350000.0,5.0,3.0,0.23,Single Family,3926.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.839736,-119.638897,752000.0,4.0,3.0,0.07,Single Family,2205.0,Yes,No,No basement,Composite,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8966626,-119.4589201,925000.0,5.0,2.0,0.22,Single Family,1943.0,No,No,Finished,Concrete,Yes,forced air,tile,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.8243219,-119.5865721,1650000.0,4.0,3.0,0.19,Single Family,2612.0,No,No,No basement,Wood,Yes,forced air,carpet,tar,No,municipal,No,No,No
Kelowna,BC,49.8357516,-119.487847,4695000.0,4.0,5.0,0.4,Single Family,4560.0,Yes,No,No basement,Concrete,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.8288443,-119.6596294,1199900.0,4.0,3.0,0.22,Single Family,2605.0,Yes,No,Finished,Metal,No,forced air,carpet,other,No,municipal,No,No,No
Kelowna,BC,49.8929154,-119.4823637,825000.0,3.0,2.0,0.1,Single Family,1312.0,No,No,No basement,Concrete,Yes,radiant,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.9245902,-119.4565722,1775000.0,4.0,4.0,0.14,Single Family,3076.0,Yes,No,Finished,Concrete,Yes,forced air,tile,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.8407042,-119.6039304,724900.0,3.0,2.0,0.09,Single Family,1537.0,Yes,No,No basement,Composite,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.83526,-119.57971,1375000.0,4.0,4.0,0.27,Single Family,4284.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.8315858,-119.6599435,759000.0,3.0,3.0,0.12,Single Family,2441.0,Yes,No,Finished,Vinyl,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8774916,-119.3534683,1594900.0,5.0,5.0,0.18,Single Family,4138.0,Yes,No,Finished,Concrete,Yes,forced air,wood,other,No,municipal,No,No,No
Kelowna,BC,49.8773236,-119.3534552,1644900.0,6.0,5.0,0.18,Single Family,4429.0,Yes,No,Finished,Concrete,Yes,forced air,wood,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8289299,-119.4759674,1879000.0,5.0,5.0,0.17,Single Family,3983.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8312062,-119.4096207,3099000.0,8.0,5.0,16.43,Single Family,4058.0,Yes,No,No basement,Brick,Yes,forced air,carpet,asphalt,No,septic,No,No,No
Kelowna,BC,49.8739306,-119.3568676,2299000.0,4.0,4.0,0.21,Single Family,3806.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Westbank,BC,49.8400154,-119.6006165,779000.0,5.0,4.0,0.08,Single Family,2416.0,Yes,No,Finished,Brick,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8816897,-119.4932177,1034900.0,3.0,2.0,0.22,Single Family,2083.0,Yes,No,Partial,Concrete,Yes,forced air,wood,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8684597,-119.490479,1700000.0,5.0,4.0,0.18,Single Family,2344.0,Yes,No,No basement,Concrete,Yes,forced air,wood,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.824958,-119.6167205,6500000.0,9.0,9.0,12.68,Single Family,5718.0,Yes,No,Finished,Concrete,Yes,radiant,carpet,asphalt,No,septic,No,No,No
West Kelowna,BC,49.889154,-119.5569822,1290000.0,4.0,4.0,0.52,Single Family,3610.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,tile,No,municipal,No,No,No
West Kelowna,BC,49.8293051,-119.6323737,1048000.0,4.0,3.0,0.22,Single Family,2500.0,Yes,No,Finished,Brick,Yes,radiant,carpet,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.8380399,-119.6186635,525000.0,2.0,2.0,0.09,Single Family,1084.0,Yes,No,No basement,Concrete,Yes,forced air,tile,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.8330308,-119.5727655,3890000.0,4.0,5.0,0.15,Single Family,3785.0,Yes,No,No basement,Concrete,Yes,forced air,wood,tile,No,municipal,No,No,No
Kelowna,BC,49.8821238,-119.4723371,1888000.0,3.0,2.0,0.23,Single Family,1840.0,No,No,Finished,Concrete,Yes,radiant,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8821725,-119.4726799,1888000.0,4.0,3.0,0.23,Single Family,2798.0,Yes,No,Finished,Concrete,No,boiler,wood,asphalt,No,municipal,No,No,No
Kelowna,BC,49.9094566,-119.4963279,2690000.0,4.0,4.0,0.64,Single Family,3177.0,Yes,No,Finished,Brick,Yes,forced air,carpet,tile,No,municipal,No,No,No
Kelowna,BC,49.89136,-119.4795913,1049900.0,3.0,2.0,0.18,Single Family,1769.0,Yes,No,Partial,Metal,No,forced air,wood,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8578964,-119.4638111,2888000.0,2.0,2.0,0.59,Single Family,2800.0,No,No,Finished,Concrete,Yes,radiant,carpet,tar,No,septic,No,No,No
Kelowna,BC,49.8584932,-119.4637291,1725000.0,5.0,3.0,0.34,Single Family,2449.0,Yes,No,Finished,Brick,Yes,forced air,carpet,asphalt,No,septic,No,No,No
Kelowna,BC,49.8389388,-119.3842984,1114900.0,3.0,3.0,0.03,Single Family,2449.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,cedar shake,No,municipal,No,No,No
Rutland,BC,49.8969188,-119.3938571,959000.0,6.0,3.0,0.28,Single Family,2460.0,No,No,Finished,Concrete,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.811765,-119.5013995,6498000.0,3.0,6.0,0.53,Single Family,4359.0,Yes,No,Finished,Wood,Yes,forced air,carpet,asphalt,No,septic,No,No,No
Kelowna,BC,49.8547363,-119.4863892,1099900.0,5.0,2.0,0.2,Single Family,2172.0,Yes,No,Finished,Concrete,Yes,forced air,tile,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.8830073,-119.5485227,1990000.0,6.0,4.0,0.23,Single Family,5082.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,other,No,municipal,No,No,No
Kelowna,BC,49.9035074,-119.3600923,2750000.0,4.0,5.0,5.07,Single Family,4318.0,Yes,No,No basement,Brick,Yes,forced air,carpet,cedar shake,No,septic,No,No,No
Kelowna,BC,49.8803369,-119.5019322,3200000.0,7.0,6.0,0.31,Single Family,5065.0,No,No,Partial,Concrete,Yes,forced air,wood,asphalt,No,municipal,No,No,No
Kelowna,BC,49.899376,-119.4911934,1099900.0,5.0,3.0,0.13,Single Family,2147.0,Yes,No,No basement,Vinyl,Yes,radiant,wood,asphalt,No,municipal,No,No,No
Kelowna,BC,49.893207,-119.3753103,1249999.0,7.0,5.0,0.16,Single Family,4320.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8620384,-119.4747645,1549000.0,5.0,2.0,0.17,Single Family,1899.0,Yes,No,Finished,Concrete,Yes,forced air,tile,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8397028,-119.3846576,969900.0,2.0,2.0,0.13,Single Family,1529.0,Yes,No,No basement,Concrete,Yes,forced air,wood,asphalt,No,municipal,No,No,No
Kelowna,BC,49.88007,-119.4992952,1690000.0,3.0,3.0,0.17,Single Family,1486.0,Yes,No,No basement,Concrete,Yes,forced air,wood,asphalt,No,municipal,No,No,No
Kelowna,BC,49.872901,-119.4866051,799000.0,3.0,1.0,0.12,Single Family,760.0,No,No,No basement,Concrete,No,radiant,wood,asphalt,No,municipal,No,No,No
Kelowna,BC,49.9239944,-119.4661011,2595000.0,5.0,5.0,0.26,Single Family,5303.0,Yes,No,Finished,Concrete,Yes,heat pump,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.89079,-119.4881378,1075000.0,3.0,2.0,0.13,Single Family,1671.0,Yes,No,Finished,Concrete,No,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8402526,-119.4041818,1595000.0,4.0,3.0,2.05,Single Family,3145.0,Yes,No,Finished,Composite,Yes,forced air,wood,asphalt,No,septic,No,No,No
Kelowna,BC,49.8707134,-119.4850202,949000.0,3.0,2.0,0.0,Single Family,1780.0,Yes,No,No basement,Concrete,No,radiant,wood,asphalt,No,municipal,No,No,No
Westbank,BC,49.8886185,-119.5383606,1029000.0,3.0,3.0,0.08,Single Family,2308.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.8285065,-119.6276703,1500000.0,4.0,2.0,0.17,Single Family,2060.0,Yes,No,Finished,Concrete,No,radiant,wood,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.8415631,-119.6008132,645000.0,2.0,2.0,0.02,Single Family,1370.0,Yes,No,Finished,Composite,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8594302,-119.4185999,1999900.0,6.0,6.0,1.02,Single Family,4709.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,asphalt,No,septic,No,No,No
Kelowna,BC,49.9008089,-119.4275899,1450000.0,5.0,4.0,0.29,Single Family,4083.0,Yes,No,Finished,Brick,Yes,forced air,wood,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.8641385,-119.6238612,1299900.0,5.0,3.0,0.27,Single Family,3026.0,Yes,No,Finished,Brick,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8773523,-119.4718705,1199000.0,5.0,3.0,0.13,Single Family,3152.0,Yes,No,Finished,Brick,No,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8731701,-119.4838758,1450000.0,4.0,2.0,0.21,Single Family,2145.0,Yes,No,Finished,Brick,Yes,forced air,vinyl,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8850482,-119.4801801,3676000.0,5.0,5.0,0.27,Single Family,4052.0,Yes,No,Partial,Brick,Yes,forced air,wood,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8850351,-119.4798479,2836000.0,5.0,4.0,0.32,Single Family,3149.0,Yes,No,Partial,Brick,Yes,forced air,wood,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8850326,-119.4792274,2000000.0,4.0,2.0,0.29,Single Family,2077.0,No,No,Partial,Concrete,Yes,forced air,wood,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8850329,-119.4795306,4800000.0,7.0,7.0,0.27,Single Family,8432.0,Yes,No,Finished,Wood,Yes,forced air,tile,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8875949,-119.4029597,1099000.0,5.0,2.0,0.3,Single Family,2300.0,Yes,No,Finished,Wood,Yes,heat pump,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.9244881,-119.4578018,1565000.0,5.0,3.0,0.17,Single Family,3058.0,Yes,No,Finished,Composite,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.9217086,-119.439296,1099999.0,5.0,5.0,0.11,Single Family,2742.0,Yes,No,Finished,Concrete,Yes,forced air,laminate,asphalt,No,municipal,No,No,No
Westbank,BC,49.8382185,-119.6210617,724900.0,2.0,3.0,0.11,Single Family,2399.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8929241,-119.3932151,1199900.0,2.0,1.0,0.18,Single Family,1160.0,Yes,No,No basement,Composite,No,radiant,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8938933,-119.3889983,875000.0,3.0,2.0,0.18,Single Family,1418.0,No,No,No basement,Composite,No,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8283272,-119.4766922,1424900.0,4.0,4.0,0.14,Single Family,3085.0,Yes,No,Finished,Metal,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.925094,-119.4208494,1085000.0,5.0,3.0,0.29,Single Family,2352.0,No,Yes,Finished,Vinyl,No,forced air,tile,asphalt,No,septic,No,No,No
Kelowna,BC,49.8185869,-119.4231906,5498000.0,6.0,3.0,4.94,Single Family,6738.0,Yes,No,Finished,Composite,Yes,forced air,carpet,asphalt,No,septic,No,No,No
West Kelowna,BC,49.8257268,-119.5836362,1548000.0,5.0,3.0,0.21,Single Family,2971.0,Yes,No,No basement,Wood,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8385264,-119.3932846,1674900.0,5.0,4.0,0.4,Single Family,3360.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,asphalt,No,septic,No,No,No
Kelowna,BC,49.8909537,-119.4091412,929000.0,4.0,3.0,0.17,Single Family,2352.0,Yes,No,Finished,Vinyl,No,radiant,laminate,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8360058,-119.4884412,5999999.0,5.0,5.0,0.51,Single Family,5227.0,Yes,No,No basement,Brick,Yes,forced air,wood,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8334274,-119.3816528,925000.0,3.0,2.0,0.15,Single Family,1703.0,Yes,No,No basement,Concrete,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.8621623,-119.5556237,1075000.0,5.0,3.0,0.19,Single Family,2430.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8730667,-119.4878061,1776000.0,4.0,2.0,0.15,Single Family,2048.0,Yes,No,Finished,Concrete,No,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8729183,-119.487807,1948000.0,3.0,1.0,0.18,Single Family,1020.0,Yes,No,No basement,Concrete,No,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.927807,-119.471512,15950000.0,5.0,7.0,2.11,Single Family,10568.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,metal,No,municipal,No,No,No
Kelowna,BC,49.8198974,-119.4936574,4495000.0,6.0,7.0,0.75,Single Family,8415.0,Yes,No,Finished,Brick,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8940697,-119.3889181,974900.0,5.0,2.0,0.18,Single Family,1800.0,Yes,No,Finished,Vinyl,No,forced air,laminate,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8638565,-119.4747194,2294500.0,4.0,3.0,0.22,Single Family,1675.0,Yes,No,Finished,Concrete,Yes,forced air,vinyl,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8684578,-119.4907455,1050000.0,2.0,2.0,0.13,Single Family,1164.0,Yes,No,No basement,Concrete,No,forced air,carpet,asphalt,No,municipal,No,No,No
Kelowna,BC,49.9029714,-119.4546559,1725000.0,5.0,2.0,0.22,Single Family,2207.0,No,No,Finished,Brick,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.853054,-119.650444,1248000.0,6.0,3.0,0.2,Single Family,3026.0,Yes,No,Finished,Composite,Yes,forced air,carpet,asphalt,No,municipal,No,No,No
West Kelowna,BC,49.8786964,-119.5491562,1400000.0,5.0,4.0,0.14,Single Family,3530.0,Yes,No,Finished,Concrete,Yes,forced air,carpet,other,No,municipal,No,No,No
Kelowna,BC,49.8568646,-119.4715574,900000.0,6.0,3.0,0.16,Single Family,2451.0,Yes,No,Finished,Concrete,No,forced air,tile,asphalt,No,municipal,No,No,No
Kelowna,BC,49.8742899,-119.3611082,4449800.0,7.0,6.0,0.61,Single Family,7646.0,Yes,Yes,Finished,Concrete,Yes,forced air,carpet,other,No,municipal,No,No,No
Kelowna,BC,49.8595907,-119.4637245,1489600.0,4.0,2.0,0.34,Single Family,2640.0,Yes,Yes,Finished,Concrete,Yes,forced air,tile,asphalt,No,septic,No,No,No
Kelowna,BC,49.8600807,-119.4638062,1489600.0,3.0,2.0,0.0,Single Family,1029.0,No,No,Finished,Concrete,No,forced air,laminate,asphalt,No,septic,No,No,No
